epoch,train_loss,val_loss
0,0.8536291615462598,0.8818061351776123
1,0.8288155948674237,0.8814740180969238
2,0.8104739667456827,0.8813770413398743
3,0.7853783611898069,0.8813397288322449
4,0.7663772694858504,0.8813060522079468
5,0.7532323157345807,0.881268322467804
6,0.7354368898603652,0.8811830282211304
7,0.7150598815929743,0.8809499740600586
8,0.7065257981971458,0.8802965879440308
9,0.6869222234796595,0.8784031867980957
10,0.6719426917441097,0.8733646273612976
11,0.6551658121156104,0.86025470495224
12,0.6617600476300275,0.8286677598953247
13,0.6355425936204416,0.7780979871749878
14,0.6467045678032769,0.7247235178947449
15,0.6260239084561666,0.6822863817214966
16,0.6333730647593369,0.6591081619262695
17,0.6208800371782279,0.6502485275268555
18,0.6074611993483555,0.6455413103103638
19,0.6036618535901294,0.6500662565231323
20,0.5944338139192558,0.6584924459457397
21,0.6085175746752892,0.6688466668128967
22,0.6044291029741735,0.6815149784088135
23,0.5861151498041035,0.6892877817153931
24,0.5664540183396987,0.6979384422302246
25,0.5720621833094844,0.7050786018371582
26,0.5558893040374473,0.705528736114502
27,0.5601441889633367,0.7063146829605103
28,0.5603987280233407,0.708580732345581
29,0.5519541840494415,0.7097693085670471
30,0.5611379911870132,0.7110216617584229
31,0.5306181789916239,0.7099472284317017
32,0.5334434597580521,0.7102577686309814
33,0.5292405434596685,0.7094343900680542
34,0.53674570866573,0.7069353461265564
35,0.5338003370496962,0.7044137120246887
36,0.5145773865558483,0.6991497278213501
37,0.5126698929586528,0.6963489055633545
38,0.5039240673736289,0.6948059797286987
39,0.5034119567753356,0.6891923546791077
40,0.4906494470290196,0.6830289363861084
41,0.5121837869102572,0.6798610687255859
42,0.4954033471919872,0.6765625476837158
43,0.48149321918134336,0.6736924052238464
44,0.5007803543114367,0.670443594455719
45,0.4870279379832892,0.6664407253265381
46,0.49855754993580004,0.6663297414779663
47,0.48706334461400536,0.6646300554275513
48,0.5067934092180229,0.6648733615875244
49,0.46245467957155206,0.666229248046875
50,0.47354205743766126,0.6642715930938721
51,0.4588486898092576,0.6624399423599243
52,0.48178315309830655,0.6582555770874023
53,0.48860009805655774,0.656283438205719
54,0.4625176250198741,0.6544839143753052
55,0.48344150295963995,0.6554564237594604
56,0.4701311617721746,0.6521692276000977
57,0.4465659032633275,0.6476516723632812
58,0.46028675929999646,0.6454935669898987
59,0.4514738909992171,0.6448961496353149
60,0.4442140217180605,0.6445258855819702
61,0.45840497149361503,0.645405113697052
62,0.42623318713388325,0.6427776217460632
63,0.447055118319429,0.6372655630111694
64,0.44705404469996324,0.6348177790641785
65,0.4499165651238995,0.6331701874732971
66,0.4383644101060467,0.6325852870941162
67,0.4254437942563752,0.6317833662033081
68,0.43183225908397155,0.6344149708747864
69,0.44157540724601274,0.6335729360580444
70,0.4372700938472041,0.6324788331985474
71,0.4327195146937429,0.631214439868927
72,0.43282933882725094,0.6316474676132202
73,0.4245044302057337,0.6292548775672913
74,0.408991241896594,0.6271312832832336
75,0.4413149158159892,0.6239017248153687
76,0.41014769342210555,0.6214610934257507
